"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","ADP","playerid"
"Mitchell Traver","","0","0","6.85","0","0","0","1.0","1","1","0","1","1","1.78","5.03","5.21","6.89","0.0","0.0","999.0","sa659272"
"Edgar Gomez","","0","0","6.81","0","0","0","1.0","1","1","0","0","1","1.82","4.33","5.37","6.89","0.0","0.0","999.0","sa740804"
"Harold Cortijo","Yankees","0","0","6.76","0","0","0","1.0","1","1","0","1","1","1.80","5.23","5.35","6.90","0.0","0.0","999.0","sa3004588"
"Luis Moncada","Rays","0","0","6.60","0","0","0","1.0","1","1","0","1","1","1.96","4.69","7.08","6.90","0.0","0.0","999.0","sa873694"
"Eudi Asencio","Braves","0","0","6.77","0","0","0","1.0","1","1","0","1","1","1.96","4.70","6.90","6.90","0.0","0.0","999.0","sa3004866"
"Franyel Casadilla","Cardinals","0","0","6.74","0","0","0","1.0","1","1","0","0","1","1.76","4.50","5.03","6.90","0.0","0.0","999.0","sa828384"
"Michael Mercado","Rays","0","0","6.83","0","0","0","1.0","1","1","0","1","1","1.85","4.54","5.73","6.91","0.0","0.0","999.0","sa3005024"
"Luis Medina","Yankees","0","0","6.66","0","0","0","1.0","1","1","0","1","1","1.91","6.65","7.37","6.91","0.0","0.0","999.0","sa928510"
"Troy Watson","Blue Jays","0","0","6.95","0","0","0","1.0","1","1","0","0","1","1.80","4.44","4.94","6.92","0.0","0.0","999.0","sa3007249"
"Tahnaj Thomas","Pirates","0","0","7.07","0","0","0","1.0","1","1","0","1","1","1.99","4.98","6.92","6.92","0.0","0.0","999.0","sa3003066"
"Justin McGregor","","0","0","6.93","0","0","0","1.0","1","1","0","0","1","1.87","4.02","5.56","6.92","0.0","0.0","999.0","sa3007492"
"Stiward Aquino","Angels","0","0","6.78","0","0","0","1.0","1","1","0","1","1","1.88","5.00","6.29","6.92","0.0","0.0","999.0","sa3002911"
"Max Roberts","Mariners","0","0","6.67","0","0","0","1.0","1","1","0","1","1","1.84","5.12","6.12","6.92","0.0","0.0","999.0","sa3004014"
"Joshua Javier","","0","0","6.70","0","0","0","1.0","1","1","0","1","1","1.94","5.18","7.06","6.93","0.0","0.0","999.0","sa917392"
"Sergio Sierra","","0","0","6.92","0","0","0","1.0","1","1","0","1","1","1.78","4.92","5.05","6.93","0.0","0.0","999.0","sa826043"
"Kevin Magee","Orioles","0","0","6.70","0","0","0","1.0","1","1","0","1","1","1.79","5.08","5.40","6.94","0.0","0.0","999.0","sa3006829"
"Jason Bilous","White Sox","0","0","6.82","0","0","0","1.0","1","1","0","1","1","1.91","5.97","6.92","6.94","0.0","0.0","999.0","sa875998"
"Oscar Rojas","Mets","0","0","6.90","0","0","0","1.0","1","1","0","1","1","1.91","4.61","6.26","6.94","0.0","0.0","999.0","sa3005098"
"Jose Santiago","","0","0","6.92","0","0","0","1.0","1","1","0","1","1","1.82","5.20","5.61","6.94","0.0","0.0","999.0","sa737036"
"Austin Franklin","Rays","0","0","6.77","0","0","0","1.0","1","1","0","1","1","1.80","5.34","5.72","6.94","0.0","0.0","999.0","sa917977"
"Trey Riley","Braves","0","0","6.88","0","0","0","1.0","1","1","0","1","1","1.94","4.92","6.68","6.94","0.0","0.0","999.0","sa3007611"
"Nathanael Perez","Blue Jays","0","0","6.98","0","0","0","1.0","1","1","0","1","1","1.87","4.81","5.86","6.94","0.0","0.0","999.0","sa3002988"
"Jeisson Cabrera","Dodgers","0","0","6.74","0","0","0","1.0","1","1","0","1","1","1.89","5.41","6.68","6.94","0.0","0.0","999.0","sa3006501"
"Gregori Vasquez","Indians","0","0","6.82","0","0","0","1.0","1","1","0","1","1","1.72","4.76","4.52","6.94","0.0","0.0","999.0","sa873328"
"Christofer Dominguez","Mets","0","0","6.66","0","0","0","1.0","1","1","0","1","1","1.97","4.58","7.14","6.95","0.0","0.0","999.0","sa3003078"
"Justin Garza","Indians","0","0","6.83","0","0","0","1.0","1","1","0","1","1","1.73","5.60","4.98","6.95","0.0","0.0","999.0","sa658782"
"Rodolfo Sanchez","Rays","0","0","6.76","0","0","0","1.0","1","1","0","1","1","1.80","4.92","5.58","6.95","0.0","0.0","999.0","sa3003009"
"Cobi Johnson","Blue Jays","0","0","6.88","0","0","0","1.0","1","1","0","1","1","1.83","5.82","6.10","6.95","0.0","0.0","999.0","sa3006693"
"Jenrry Gonzalez","Angels","0","0","6.57","0","0","0","1.0","1","1","0","1","1","1.94","5.32","7.28","6.95","0.0","0.0","999.0","sa3006485"
"Angel Macuare","Astros","0","0","6.86","0","0","0","1.0","1","1","0","1","1","1.91","5.30","6.71","6.95","0.0","0.0","999.0","sa3003039"
"Yorlenis Noa","","0","0","6.74","0","0","0","1.0","1","1","0","1","1","1.88","4.84","6.30","6.95","0.0","0.0","999.0","sa3006546"
"Zach Mort","","0","0","6.86","0","0","0","1.0","1","1","0","1","1","1.80","4.90","5.36","6.96","0.0","0.0","999.0","sa3008172"
"Brian Eichhorn","Indians","0","0","6.91","0","0","0","1.0","1","1","0","1","1","1.84","4.80","5.66","6.96","0.0","0.0","999.0","sa3009987"
"Rafi Gonell","","0","0","6.84","0","0","0","1.0","1","1","0","1","1","1.79","5.37","5.57","6.96","0.0","0.0","999.0","sa3007807"
"Jose Geraldo","","0","0","6.97","0","0","0","1.0","1","1","0","0","1","1.87","4.44","5.78","6.96","0.0","0.0","999.0","sa837791"
"Sean Thompson","","0","0","6.94","0","0","0","1.0","1","1","0","0","1","1.79","3.98","4.75","6.96","0.0","0.0","999.0","sa3007595"
"David Lebron","Orioles","0","0","6.80","0","0","0","1.0","1","1","0","1","1","1.79","5.79","5.71","6.96","0.0","0.0","999.0","sa3006695"
"Carson Lance","","0","0","6.84","0","0","0","1.0","1","1","0","1","1","1.91","5.44","6.78","6.96","0.0","0.0","999.0","sa3004592"
"Dan Metzdorf","White Sox","0","0","6.82","0","0","0","1.0","1","1","0","1","1","1.91","4.50","6.16","6.96","0.0","0.0","999.0","sa3010117"
"Jhonneyver Gutierrez","Indians","0","0","6.93","0","0","0","1.0","1","1","0","0","1","1.87","4.18","5.67","6.96","0.0","0.0","999.0","sa917815"
"Manny Ramirez","Astros","0","0","6.82","0","0","0","1.0","1","1","0","1","1","1.94","6.38","7.49","6.97","0.0","0.0","999.0","sa3004833"
"Miguel Medrano","Reds","0","0","6.94","0","0","0","1.0","1","1","0","1","1","1.84","4.90","5.70","6.97","0.0","0.0","999.0","sa947763"
"Julio Puello","Cardinals","0","0","6.91","0","0","0","1.0","1","1","0","0","1","1.87","4.44","5.95","6.97","0.0","0.0","999.0","sa3005634"
"Carlos Naveda","","0","0","6.90","0","0","0","1.0","1","1","0","1","1","1.88","4.97","6.20","6.98","0.0","0.0","999.0","sa3003144"
"Kelvin Sanchez","","0","0","6.69","0","0","0","1.0","1","1","0","1","1","2.01","4.93","7.60","6.98","0.0","0.0","999.0","sa3005353"
"Junior Tejada","","0","0","6.80","0","0","0","1.0","1","1","0","1","1","1.89","4.95","6.32","6.98","0.0","0.0","999.0","sa944591"
"Frank Lopez","Padres","0","0","6.89","0","0","0","1.0","1","1","0","1","1","1.97","5.01","7.26","6.98","0.0","0.0","999.0","sa3007227"
"Anjul Hernandez","","0","0","6.94","0","0","0","1.0","1","1","0","1","1","1.89","5.06","6.32","6.98","0.0","0.0","999.0","sa735868"
"Parker Rigler","","0","0","6.78","0","0","0","1.0","1","1","0","1","1","1.83","5.24","5.78","6.98","0.0","0.0","999.0","sa915671"
"Manuel Urias","","0","0","6.94","0","0","0","1.0","1","1","0","0","1","1.86","4.34","5.73","6.99","0.0","0.0","999.0","sa3007606"
"Benito Garcia","Mets","0","0","6.94","0","0","0","1.0","1","1","0","1","1","1.92","4.71","6.46","6.99","0.0","0.0","999.0","sa3005891"
"Rosmer Inojosa","Rangers","0","0","6.96","0","0","0","1.0","1","1","0","0","1","1.88","4.49","5.92","6.99","0.0","0.0","999.0","sa3003088"
"Francis Ventura","","0","0","6.94","0","0","0","1.0","1","1","0","0","1","1.89","4.07","5.90","6.99","0.0","0.0","999.0","sa917670"
"Ryan Wilson","Orioles","0","0","6.70","0","0","0","1.0","1","1","0","1","1","1.79","5.70","5.81","6.99","0.0","0.0","999.0","sa3004585"
"Wilfri Aleton","","0","0","6.81","0","0","0","1.0","1","1","0","1","1","1.89","4.62","6.25","6.99","0.0","0.0","999.0","sa737093"
"Steven Farinaro","","0","0","6.95","0","0","0","1.0","1","1","0","1","1","1.88","4.64","6.01","7.00","0.0","0.0","999.0","sa737934"
"Daniel Gonzalez","","0","0","6.91","0","0","0","1.0","1","1","0","1","1","1.92","5.32","6.74","7.00","0.0","0.0","999.0","sa871449"
"Henry Valencio","Marlins","0","0","6.91","0","0","0","1.0","1","1","0","0","1","1.94","4.42","6.58","7.01","0.0","0.0","999.0","sa3005257"
"Yeremin Lara","Marlins","0","0","6.84","0","0","0","1.0","1","1","0","0","1","1.96","4.46","7.07","7.01","0.0","0.0","999.0","sa917804"
"Jairo Lopez","Astros","0","0","6.90","0","0","0","1.0","1","1","0","1","1","1.89","5.70","6.61","7.01","0.0","0.0","999.0","sa3005824"
"Anthony Veneziano","Royals","0","0","6.90","0","0","0","1.0","1","1","0","0","1","1.92","3.97","6.31","7.01","0.0","0.0","999.0","sa1115745"
"Victor Vargas","Phillies","0","0","6.87","0","0","0","1.0","1","1","0","1","1","1.87","4.56","5.97","7.02","0.0","0.0","999.0","sa3007724"
"Martin Buitimea","Rangers","0","0","6.93","0","0","0","1.0","1","1","0","1","1","1.88","4.55","6.08","7.02","0.0","0.0","999.0","sa921661"
"Inohan Paniagua","Cardinals","0","0","6.95","0","0","0","1.0","1","1","0","0","1","1.87","4.34","5.98","7.02","0.0","0.0","999.0","sa3006417"
"Lazaro Estrada","Blue Jays","0","0","7.05","0","0","0","1.0","1","1","0","1","1","1.85","4.82","5.63","7.02","0.0","0.0","999.0","sa3005471"
"Robert Colina","Mets","0","0","6.92","0","0","0","1.0","1","1","0","1","1","1.95","4.67","6.76","7.02","0.0","0.0","999.0","sa3006133"
"Alex Nolan","Blue Jays","0","0","7.06","0","0","0","1.0","1","1","0","0","1","1.84","4.37","5.25","7.03","0.0","0.0","999.0","sa3010267"
"Andrew Budier","Dodgers","0","0","6.61","0","0","0","1.0","1","1","0","1","1","1.99","4.64","7.56","7.03","0.0","0.0","999.0","sa3006111"
"Geoffrey Bramblett","","0","0","7.04","0","0","0","1.0","1","1","0","1","1","1.83","4.84","5.50","7.03","0.0","0.0","999.0","sa738730"
"Livan Sanchez","Athletics","0","0","6.70","0","0","0","1.0","1","1","0","0","1","1.97","4.46","7.23","7.03","0.0","0.0","999.0","sa3004873"
"Leonel Aponte","Phillies","0","0","6.80","0","0","0","1.0","1","1","0","1","1","1.79","4.90","5.38","7.03","0.0","0.0","999.0","sa917879"
"Josan Mendez","Marlins","0","0","6.97","0","0","0","1.0","1","1","0","0","1","1.92","4.28","6.22","7.03","0.0","0.0","999.0","sa3006122"
"Eduardo Salazar","Reds","0","0","6.95","0","0","0","1.0","1","1","0","1","1","1.81","4.82","5.38","7.03","0.0","0.0","999.0","sa3003131"
"Dane Myers","Tigers","0","0","7.01","0","0","0","1.0","1","1","0","1","1","1.76","4.99","4.92","7.03","0.0","0.0","999.0","sa915708"
"Dario Gardea","Tigers","0","0","7.01","0","0","0","1.0","1","1","0","1","1","1.91","4.80","6.39","7.04","0.0","0.0","999.0","sa3007598"
"Cole Bellinger","Padres","0","0","6.98","0","0","0","1.0","1","1","0","1","1","1.88","4.84","6.27","7.04","0.0","0.0","999.0","sa3005265"
"Adrian Garza","","0","0","7.02","0","0","0","1.0","1","1","0","0","0","1.72","3.90","3.95","7.04","0.0","0.0","999.0","sa509404"
"Roddery Munoz","","0","0","6.96","0","0","0","1.0","1","1","0","1","1","1.96","4.77","6.92","7.04","0.0","0.0","999.0","sa3008104"
"Adam Stauffer","Orioles","0","0","6.93","0","0","0","1.0","1","1","0","1","1","1.83","5.95","6.05","7.04","0.0","0.0","999.0","sa3005146"
"Gabriel Yanez","Phillies","0","0","6.71","0","0","0","1.0","1","1","0","1","1","1.86","4.91","6.15","7.04","0.0","0.0","999.0","sa3005332"
"Chavez Fernander","Tigers","0","0","7.14","0","0","0","1.0","1","1","0","1","1","1.90","4.80","6.08","7.05","0.0","0.0","999.0","sa3007240"
"Teodoro Ortega","","0","0","7.02","0","0","0","1.0","1","1","0","1","1","1.87","4.85","6.03","7.06","0.0","0.0","999.0","sa3006486"
"Diarlin Jimenez","Indians","0","0","7.00","0","0","0","1.0","1","1","0","0","1","1.96","3.95","6.54","7.06","0.0","0.0","999.0","sa3003091"
"Roansy Contreras","Yankees","0","0","6.86","0","0","0","1.0","1","1","0","1","1","1.75","5.21","4.88","7.06","0.0","0.0","999.0","sa3003020"
"James Marinan","Reds","0","0","7.09","0","0","0","1.0","1","1","0","0","1","1.88","4.31","5.67","7.06","0.0","0.0","999.0","sa3005121"
"Brady Muller","","0","0","6.92","0","0","0","1.0","1","1","0","0","1","1.90","4.25","6.11","7.06","0.0","0.0","999.0","sa3002824"
"Joshua Cornielly","Mets","0","0","6.98","0","0","0","1.0","1","1","0","1","1","1.97","4.68","6.89","7.06","0.0","0.0","999.0","sa3005890"
"Alex Valdez","Diamondbacks","0","0","7.07","0","0","0","1.0","1","1","0","0","1","1.96","4.31","6.74","7.06","0.0","0.0","999.0","sa3005432"
"Darwin Feliz","","0","0","6.99","0","0","0","1.0","1","1","0","0","1","1.96","3.84","6.43","7.06","0.0","0.0","999.0","sa873156"
"Bryce Nightengale","Athletics","0","0","6.95","0","0","0","1.0","1","1","0","1","1","1.91","4.95","6.75","7.06","0.0","0.0","999.0","sa3007481"
"Pablo Mujica","Royals","0","0","6.89","0","0","0","1.0","1","1","0","1","1","2.00","4.66","7.45","7.07","0.0","0.0","999.0","sa3009596"
"Sadrac Franco","Angels","0","0","6.91","0","0","0","1.0","1","1","0","1","1","1.93","4.54","6.55","7.07","0.0","0.0","999.0","sa3005073"
"Spencer Moran","","0","0","7.02","0","0","0","1.0","1","1","0","1","1","1.87","4.95","6.03","7.07","0.0","0.0","999.0","sa829020"
"Elian Ferreira","Rangers","0","0","7.02","0","0","0","1.0","1","1","0","0","1","1.93","4.23","6.35","7.07","0.0","0.0","999.0","sa3005439"
"Thomas Ponticelli","Indians","0","0","7.00","0","0","0","1.0","1","1","0","1","1","1.84","5.04","5.71","7.07","0.0","0.0","999.0","sa3007730"
"Nelvin Correa","Yankees","0","0","6.97","0","0","0","1.0","1","1","0","1","1","1.80","4.77","5.09","7.07","0.0","0.0","999.0","sa3003103"
"Argenis Blanco","","0","0","7.07","0","0","0","1.0","1","1","0","0","1","1.88","4.27","5.79","7.07","0.0","0.0","999.0","sa737195"
"Chi-Feng Lee","","0","0","7.02","0","0","0","1.0","1","1","0","0","1","1.93","4.28","6.28","7.07","0.0","0.0","999.0","sa3007466"
"Andrew Miller","","0","0","6.94","0","0","0","1.0","1","1","0","0","1","1.87","4.28","5.78","7.08","0.0","0.0","999.0","sa3008557"
"Angel Cuenca","Cardinals","0","0","6.99","0","0","0","1.0","1","1","0","0","1","1.94","4.38","6.63","7.08","0.0","0.0","999.0","sa3006414"
"Chase Solesky","White Sox","0","0","7.07","0","0","0","1.0","1","1","0","1","1","1.92","4.82","6.24","7.08","0.0","0.0","999.0","sa3009940"
"Wilkel Hernandez","","0","0","7.08","0","0","0","1.0","1","1","0","1","1","1.77","5.00","4.95","7.08","0.0","0.0","999.0","sa918026"
"Tomas Reyes","Indians","0","0","6.88","0","0","0","1.0","1","1","0","1","1","1.96","4.51","6.84","7.08","0.0","0.0","999.0","sa3008445"
"Braham Rosario","","0","0","6.89","0","0","0","1.0","1","1","0","1","1","1.96","4.53","6.89","7.08","0.0","0.0","999.0","sa3006156"
"Yonathan Ramirez","","0","0","6.92","0","0","0","1.0","1","1","0","0","1","1.83","4.19","5.43","7.09","0.0","0.0","999.0","sa830645"
"Jose Salvador","Reds","0","0","6.93","0","0","0","1.0","1","1","0","1","1","1.94","5.41","6.98","7.09","0.0","0.0","999.0","sa3006482"
"Ricardo Smith","","0","0","7.08","0","0","0","1.0","1","1","0","0","1","1.90","4.42","5.98","7.09","0.0","0.0","999.0","sa872465"
"Grant Gambrell","Royals","0","0","7.15","0","0","0","1.0","1","1","0","0","1","1.96","4.06","6.57","7.09","0.0","0.0","999.0","sa3011129"
"Leury Tejada","Rangers","0","0","7.04","0","0","0","1.0","1","1","0","1","1","1.97","4.99","7.07","7.09","0.0","0.0","999.0","sa3007935"
"Victor Rodriguez","Diamondbacks","0","0","7.00","0","0","0","1.0","1","1","0","0","1","1.96","4.38","6.80","7.10","0.0","0.0","999.0","sa3006975"
"Keider Montero","Tigers","0","0","7.10","0","0","0","1.0","1","1","0","1","1","1.91","4.67","6.23","7.10","0.0","0.0","999.0","sa3002956"
"Jorge Cespedes","","0","0","7.03","0","0","0","1.0","1","1","0","0","1","1.95","4.44","6.58","7.10","0.0","0.0","999.0","sa658209"
"Jorge Bautista","Braves","0","0","7.03","0","0","0","1.0","1","1","0","0","1","1.96","4.34","6.68","7.10","0.0","0.0","999.0","sa3008406"
"Harold Galindo","Dodgers","0","0","6.90","0","0","0","1.0","1","1","0","0","1","1.94","4.31","6.75","7.11","0.0","0.0","999.0","sa3007961"
"Cesar Angomas","","0","0","6.82","0","0","0","1.0","1","1","0","0","1","2.05","4.49","7.82","7.11","0.0","0.0","999.0","sa3003057"
"Jhonatan Munoz","Yankees","0","0","7.10","0","0","0","1.0","1","1","0","1","1","1.89","4.81","6.10","7.11","0.0","0.0","999.0","sa916947"
"Carlos Francisco","Phillies","0","0","6.94","0","0","0","1.0","1","1","0","1","1","1.90","4.88","6.41","7.11","0.0","0.0","999.0","sa3003153"
"Carlos Romero","Nationals","0","0","6.98","0","0","0","1.0","1","1","0","0","1","1.92","4.42","6.48","7.12","0.0","0.0","999.0","sa3003106"
"Jack O'Loughlin","Tigers","0","0","7.02","0","0","0","1.0","1","1","0","1","1","1.98","4.53","6.89","7.12","0.0","0.0","999.0","sa3006959"
"Delvis Alegre","Marlins","0","0","7.01","0","0","0","1.0","1","1","0","0","1","1.96","3.98","6.68","7.12","0.0","0.0","999.0","sa3006352"
"Luis Alecis","","0","0","7.08","0","0","0","1.0","1","1","0","1","1","1.93","5.61","6.92","7.12","0.0","0.0","999.0","sa873163"
"Rodolfo Fajardo","Tigers","0","0","7.07","0","0","0","1.0","1","1","0","1","1","1.86","4.83","5.77","7.12","0.0","0.0","999.0","sa3003117"
"Gustavo J. Rodriguez","Cardinals","0","0","7.06","0","0","0","1.0","1","1","0","0","1","1.94","4.07","6.48","7.12","0.0","0.0","999.0","sa3008438"
"Jurgen Jimenez","","0","0","7.05","0","0","0","1.0","1","1","0","0","1","1.97","4.11","6.71","7.12","0.0","0.0","999.0","sa872526"
"Marco Carrillo","","0","0","7.08","0","0","0","1.0","1","1","0","0","1","1.79","3.85","4.67","7.12","0.0","0.0","999.0","sa328993"
"Carlos Gonzalez","Rockies","0","0","7.31","0","0","0","1.0","1","1","0","0","1","1.95","3.92","6.00","7.13","0.0","0.0","999.0","sa917900"
"Robin Vazquez","Athletics","0","0","7.09","0","0","0","1.0","1","1","0","1","1","1.96","4.55","6.69","7.13","0.0","0.0","999.0","sa3008265"
"Yoilan Quinonez","Marlins","0","0","7.07","0","0","0","1.0","1","1","0","0","1","1.95","4.43","6.62","7.13","0.0","0.0","999.0","sa3004769"
"Wilmer Mejia","Indians","0","0","7.08","0","0","0","1.0","1","1","0","0","1","1.91","4.21","6.15","7.13","0.0","0.0","999.0","sa3004797"
"Franklin Dacosta","Rays","0","0","6.81","0","0","0","1.0","1","1","0","1","1","1.96","5.01","7.21","7.13","0.0","0.0","999.0","sa3002925"
"Eduarniel Nunez","Cubs","0","0","7.08","0","0","0","1.0","1","1","0","1","1","1.99","4.92","7.31","7.14","0.0","0.0","999.0","sa3005284"
"Gio Arriera","Tigers","0","0","7.19","0","0","0","1.0","1","1","0","1","1","1.90","5.08","6.22","7.14","0.0","0.0","999.0","sa3004465"
"Blakely Brown","Yankees","0","0","7.05","0","0","0","1.0","1","1","0","1","1","1.89","5.23","6.14","7.14","0.0","0.0","999.0","sa3008480"
"Luis Ortiz","Cardinals","0","0","7.09","0","0","0","1.0","1","1","0","0","1","1.98","3.72","6.67","7.14","0.0","0.0","999.0","sa3005872"
"Jose Antonio Hernandez","","0","0","7.06","0","0","0","1.0","1","1","0","1","1","1.94","4.69","6.65","7.15","0.0","0.0","999.0","sa917239"
"Wilson Garcia","Rays","0","0","7.05","0","0","0","1.0","1","1","0","0","1","1.91","4.36","6.17","7.15","0.0","0.0","999.0","sa3003087"
"Antonio Jimenez","Rays","0","0","6.80","0","0","0","1.0","1","1","0","1","1","2.01","4.89","7.67","7.15","0.0","0.0","999.0","sa3008074"
"Jason Morgan","","0","0","7.12","0","0","0","1.0","1","1","0","0","1","1.92","3.02","5.63","7.15","0.0","0.0","999.0","sa3009920"
"Jonathon Mulford","","0","0","7.14","0","0","0","1.0","1","1","0","0","1","1.97","4.35","6.79","7.15","0.0","0.0","999.0","sa918844"
"John Valek","","0","0","6.99","0","0","0","1.0","1","1","0","0","1","1.92","3.90","6.09","7.15","0.0","0.0","999.0","sa921352"
"Ivan Armstrong","Giants","0","0","7.03","0","0","0","1.0","1","1","0","0","1","2.03","4.30","7.72","7.15","0.0","0.0","999.0","sa3006358"
"Daritzon Feliz","Indians","0","0","6.93","0","0","0","1.0","1","1","0","0","1","2.00","4.47","7.27","7.16","0.0","0.0","999.0","sa3002813"
"Jack Cushing","Athletics","0","0","7.12","0","0","0","1.0","1","1","0","0","1","1.93","4.05","6.35","7.16","0.0","0.0","999.0","sa1170342"
"Gabriel Ponce","Blue Jays","0","0","7.17","0","0","0","1.0","1","1","0","1","1","1.88","5.01","6.01","7.17","0.0","0.0","999.0","sa3009985"
"Andres Diaz","Royals","0","0","7.14","0","0","0","1.0","1","1","0","0","1","1.85","3.93","5.50","7.17","0.0","0.0","999.0","sa3006159"
"Julio Benitez","","0","0","7.19","0","0","0","1.0","1","1","0","0","1","1.83","3.84","5.00","7.17","0.0","0.0","999.0","sa827972"
"Yoendrys Gomez","Yankees","0","0","7.04","0","0","0","1.0","1","1","0","1","1","1.82","5.39","5.61","7.17","0.0","0.0","999.0","sa3004650"
