All Pitchers Year to Date MLB True Talent Categories,,,,,,,,,,,,,,,,,
Avail,Player,INN,GS,BFP,PC,W,S,K,BB,H,HR,ER,ERA,WHIP,Kd9,BBd9,Rank
W ,John Omahen P | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Zach Jemiola SP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jacob Turner RP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Danny Salazar SP | CLE ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brian Gonzalez P | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Seth Maness RP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Johnny Hellweg SP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kyle Wright RP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Eric Hanhold RP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Zack Weiss RP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Gregory Santos SP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
The Midnight Sillies,Kyle Gibson SP | MIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matt Wotherspoon RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Screaming Prairie Camels,Brandon Morrow RP | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Austin Ross P | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Yohander Mendez SP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Adam Ravenelle RP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Greg Nappo SP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kyle Muller SP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jacob Waguespack P | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brad Schreiber P | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Droitwich Murdercocks,Cody Allen RP | LAA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
The Midnight Sillies,Shane Greene RP | DET ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Springer International,Zach Eflin SP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Hunter Greene SP | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Nick Tepesch SP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Cody Hall RP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Sam Selman SP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Zack Brown SP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Phillippe Aumont SP | CHW ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Michael King SP | NYY ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ronald Shaban P | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jonathan Loaisiga RP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jonathan Hernandez SP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Blaine Boyer RP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Steven Geltz RP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Noe Ramirez RP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Greg Mahle RP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Alex Burgos P | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Bryse Wilson RP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Buddy Boshers RP | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Sam Wolff RP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Joe Smith RP | HOU ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Freicer Perez SP | NYY ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
keeper quality boating accidents,Wily Peralta RP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Alec Grosser SP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Luis Diaz SP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Erik Goeddel RP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Derek Law RP | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Cody Reed RP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Johnny and the Rockers,Mike Clevinger SP | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jesse Hahn SP | KC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Huston Street RP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jasseel De La Cruz SP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Beck Wheeler RP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jerry Blevins RP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jordan Milbrath RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ricardo Sanchez SP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Evan Scribner RP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Javier Medina SP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ryan Tepera RP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ivan Pineyro RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Hector Lujan RP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Junichi Tazawa RP | LAA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Diego Castillo RP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Wei-Yin Chen SP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Peter Moylan RP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Erik Davis RP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Alexander Hermeling P | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brad Kuntz RP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ty Tice RP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Nathan Bannister RP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Perci Garner RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Bryan Rodriguez RP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Anthony McIver RP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jesus Liranzo RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kyle Bird RP | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Garrett Cleavinger RP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chris Nunn RP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jesus Estrada RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Luis Ramirez RP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Lance McCullers SP | HOU ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Zack Littell RP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Cackleberry Czars,Justin Wilson RP | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Mike Shawaryn SP | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chris Mazza RP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Samuel Holland P | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Roansy Contreras SP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Michael Fulmer SP | DET ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Shane McCain P | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Eduardo Vera SP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Riley Ferrell RP | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Sam Hentges SP | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Luke Jackson RP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Austin Mason RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jose Alvarado RP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Zack Burdi RP | CHW ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Steven Klimek RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Shawn Morimando RP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,D.J. Johnson RP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Corey Oswalt SP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jason Gurka RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Peter Lambert SP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Keith Couch P | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Bruce Rondon RP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Braden Shipley RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jonathon Crawford SP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,David Hess SP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jake Barrett RP | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Lou Trivino RP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Yoel Espinal RP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matthew Gorst P | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Addison Reed RP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Joe Kelly RP | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Gregory Infante RP | BAL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Andres Munoz RP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Sam Lewis RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kaleb Fontenot RP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Omak Wrong Players,Jose Quintana SP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Mark Lowe RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Nestor Cortes RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Springer International,Carlos Rodon SP | CHW ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Thomas Burrows RP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Frankie Montas SP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Daniel Gonzalez RP | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Dovydas Neverauskas RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ryan Burr RP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Trent Thornton RP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tate Scioneaux RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tyler Duffey RP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ricky Nolasco SP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Bubba Derby RP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Joel Kuhnel RP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Martin Perez SP | MIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jalen Beeks RP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matt Shoemaker SP | TOR ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Corey Black SP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jesse Biddle RP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Zion Iron Lions,Shane Bieber SP | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Dylan Cease SP | CHW ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jose Oyervidez RP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Scott Blewett SP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Simon Castro RP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Angel Perdomo SP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Screaming Prairie Camels,Trevor Bauer SP | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Angel Ventura P | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jimmy Nelson SP | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
University of Woolloomooloo Philosophy Department,Mike Minor SP | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jason Hammel RP | KC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Darwinzon Hernandez SP | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jaime Garcia RP | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chris Anderson SP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Will Stewart SP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Robby Scott RP | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brian Matusz RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Frank Batista RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Walk-In Closets,Tyler Glasnow RP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Nate Smith SP | LAA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Patrick Murphy SP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jenrry Mejia RP | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Andrew Istler P | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Bus 3,Trevor Williams SP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Thyago Vieira RP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Zach Pop RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Pedro Baez RP | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Gerardo Carrillo SP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Alexis Lara RP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jacob Rhame RP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Aaron Kurcz P | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Fabian Williamson SP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chris Volstad RP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Erasmo Pinales RP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Garrett Whitlock SP | NYY ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matt Moore RP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Casey Sadler RP | TB ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tommy Doyle RP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Giovanny Gallegos RP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jonathan Martinez RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jake Cosart RP | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Dakota Hudson RP | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Logan Allen SP | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Bryan Harper RP | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matt Smoral RP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Bus 3,Arodys Vizcaino RP | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Droitwich Murdercocks,Carlos Martinez SP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Barret Loux SP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Eduardo Rodriguez SP | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Joan Baez SP | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jason Urquidez RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Eduardo Paredes RP | DET ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Andrew Miller RP | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chad Girodo RP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Zack Bird SP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jamie Callahan RP | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,David Goforth RP | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jordan Pries SP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Omak Wrong Players,Rick Porcello SP | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Austin Kubitza P | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kyle Zimmer SP | KC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Fernando Cruz RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Marcos Diplan SP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,George Kontos RP | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Michael Roth RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,James Reeves P | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brandon Cumpton RP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jerad Eickhoff RP | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,J.P. Feyereisen RP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Adam Hofacket RP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Corbin Burnes RP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
DickCards,Robert Gsellman RP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chris Bassitt SP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brett Ash RP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
12oz Darlings,Josh Hader RP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Justin Steele SP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,William Ouellette RP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Nick Wittgren RP | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Sean Gleason RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Zach Petrick SP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Shane Broyles P | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Silfredo Garcia RP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,David Hernandez RP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Cameron Bishop SP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Blayne Enlow SP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ryan Atkinson SP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tyler Davis RP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Hoby Milner RP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Elian Rodriguez RP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Steve Perakslis RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Mark Peterson RP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Garrett Fulenchek SP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jose Albertos SP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chih-Wei Hu RP | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ryan Dull RP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Zion Iron Lions,Matthew Boyd SP | DET ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Springer International,Robbie Ray SP | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brandon Bailey RP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brandon Finnegan SP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
12oz Darlings,Sean Doolittle RP | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
DickCards,Aaron Nola SP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Alec Hansen SP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kevin Grendell RP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Patrick Sandoval SP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jackson Kowar SP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Doug Fister SP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ben Wright RP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Cody Satterwhite SP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brandon Maurer RP | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Akeel Morris RP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jesus Castillo SP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Screaming Prairie Camels,Jack Flaherty SP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Alec Asher RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Angel German SP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brandon Bielak SP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matt Sauer SP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Melvin Adon SP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tim Hill RP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Dillon Tate SP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Fernando Rodriguez RP | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Eric Yardley RP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Yefri Del Rosario SP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chris Stratton SP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Pedro Payano SP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tucker Healy P | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Daniel Gibson RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Julian Merryweather SP | TOR ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matt Andriese RP | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Beau Burrows SP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chris Martin RP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Cackleberry Czars,Jeremy Jeffress RP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tayler Scott RP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jose Hernandez RP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chaz Hebert RP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
